exam_id,exam_kind,subject_code,exam_num,exam_question,exam_division,exam_choice1,exam_choice2,exam_choice3,exam_choice4,exam_choice5,exam_answer,exam_content,insert_date
412,202001,ECO,12,"표는A기업~C기업만존재하는2018년갑국의모든생산활동을 나타낸다. 이에 대한 옳은 분석만을 <보기>에서 고른 것은? (단, 2018년에 생산된 재화는 그 해에 모두 판매되었으며, 다른 나라와의 거래는 없었다.) 
ᄀ. 최종재로 소비된 재화는 Z재뿐이다. ᄂ. 창출된 부가 가치의 규모는 B기업이 가장 크다. ᄃ. 명목GDP는 180만 달러이다. ᄅ. 명목GDP 대비 임금의 비율은 50%이다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",5,"ᄃ. 최종 생산물은 X재 10만 달러, Y재 70만 달러, Z재 100만 달러이 다. 따라서 명목 GDP는 이를 모두 합친 180만 달러이다. ᄅ. 전체 임금이 90만 달러 이므로 명목 GDP 대비 임금의 비율은 50%이다. ",now()
413,202001,ECO,13,"표는 가격 변화에 따른 A재~C재 시장의 변화를 나타낸다. 이에 대한 분석으로 옳은 것은? (단, 가격 변화는 공급 변동에 의한 것이며, A재~C재는 서로 연관재가 아니다.) ",1,ᄀ이 ‘수요량’이면 A재 수요는 가격에 대해 완전 탄력적이다. ,ᄀ이 ‘수요량’이면 B재 수요는 가격에 대해 비탄력적이다.,ᄀ이 ‘판매 수입’이면 B재 수요는 가격에 대해 탄력적이다.,ᄀ이 ‘판매 수입’이면 C재 수요는 가격에 대해 단위 탄력적이다. ,ᄀ이 ‘판매 수입’이면 A재가 B재보다 수요의 가격 탄력성이 크다. ,3,3 가격이 오를 때 판매 수입이 감소한다면 이 재화의 수요는 가격에 대해 탄력적이다. ,now()
414,202001,ECO,14,"갑, 을의 주장에 대한 옳은 설명만을 <보기>에서 고른 것은?  ᄀ. 갑은 ‘기업의 이윤 증대가 곧 사회적 부의 증대이다.’라는 견해에 동의할 것이다. 
ᄂ. 을은 ‘기업이 취약 계층에 대해 일자리나 사회 서비스를 제공해야 한다.’라는 견해에 동의할 것이다. 
ᄃ. 갑은 을보다 기업 이윤의 사회 환원을 강조할 것이다. ᄅ. 을은 갑보다 기업의 사회적 책임의 범위를 좁게 본다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",1,"기업의 사회적 책임의 범위에 대해 갑은 좁게 보고 있으며, 을은 보다 넓게 보고 있다. ᄀ. 갑의 견해는 기업의 사회적 책임에 대한 전통적인 관점으로 기 업 이윤이 증가해야 사회적 부도 증가한다고 본다. ᄂ. 취약 계층에 대해 일자리나 사회 서비스를 제공하는 것은 사회적 기업이 추구하는 사회적 목적이다. 이것은 보다 광범위한 기업의 사회적 책임을 강조하는 을의 견해와 일맥 상통한다. ",now()
415,202001,ECO,15,수행 평가 보고서의 일부이다. ᄀ~ᄆ에 들어갈 수 있는 내용으로 옳은 것은? ,1,ᄀ:처분가능소득감소 ,ᄂ:정부지출축소 ,ᄃ:지급준비율인상 ,ᄅ:시중통화량증가 ,ᄆ:실업률상승 ,4,경기 침체 시에는 확대 재정 정책이나 확대 금융 정책을 실시하여 경 기를 부양하게 된다. 4 경기 침체 시 중앙은행이 국공채를 매입하면 시중의 통화량 이 증가한다. ,now()
416,202001,ECO,16,"갑국의 연도별 고용 지표 관련 인구 비율에서 2017년에서 2018년으로의 변화에 대한 옳은 분석을 고른 것은? (단, 15세 이상 인구는 변화가 없다.)  ᄀ. 실업률은 상승하였다. ᄂ. 고용률은 하락하였다. ᄃ. 경제 활동 참가율은 상승하였다. ᄅ. 실업자 수 증가율이 비경제 활동 인구 감소율보다 작다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",2,ᄀ. 취업자 수의 변화는 없으나 실업자 수가 증가했으므로 실업률은 상 승하였다. ᄃ. 경제 활동 참가율은 75%에서 80%로 상승하였다. ,now()
417,202001,ECO,17,밑줄친ᄀ과이로인해나타날변화에대한설명으로옳은 것은? ,1,ᄀ은 공급자 보호를 목적으로 한다.,X재의 판매 수입은 변화가 없다. ,"X재를구입하지못하는사람중에P1 이상을지불할용의가 있는 사람은 없다.
",수요 곡선이 좌측으로 이동하여 P1의 가격에서 수요량이 Q1로 되더라도 거래되는 가격은 변화가 없을 것이다. ,공급 곡선이 좌측으로 이동하여 P1의 가격에서 공급량이 Q1로 되더라도 거래되는 가격은 변화가 없을 것이다.,5,최고 가격을 P1으로 규제한 결과 Q0Q2의 초과 수요가 발생했으므로 공 급 곡선은 수직선임을 알 수 있다. 5 공급 곡선이 좌측으로 이동하면 균형 가격은 이전보다 상승하게 된다. 최고 가격이 균형 가격보다 낮으므로 시장에서 거래되는 가격은 최고 가격인 P1으로 변함이 없다. ,now()
418,202001,ECO,18,표는갑이보유한금융상품의연도별비중을나타낸다.이에대한 옳은 설명만을 <보기>에서 고른 것은?,1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",1,ᄀ. 이자 수익을 기대할 수 있는 금융 상품은 예금과 국채이다. 이들 상품의 비중은 2017년이 2018년보다 10%p 높다. ᄂ. 배당 수익을 기대할 수 있는 금융 상품은 주식이다. 주식의 비중은 2017년보다 2018년이 10%p 높다. ,now()
419,202001,ECO,19,자료에 대한 옳은 분석 및 추론만을 <보기>에서 고른 것은? ,1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",4,2016~2017년에는 달러 유출로 인해 갑국 외환 시장에서 달러화 수요 가 증가하여 갑국 화폐/달러 환율은 상승하였고 2018년에는 반대로 하락하였다. 을 국의 경우에는 환율 변동이 갑국과 반대 방향으로 나타난다. ,now()
420,202001,ECO,20,자료에대한분석및추론으로옳은것은? ,1,X재의 설치량은 3개가 될 것이다.,X재가설치됨에따라세사람중을이가장큰편익을얻는다. ,"X재 설치 비용을 세 사람에게 1/3씩 부담하게 한다면, 갑이 얻을 순편익은 음(-)의 값을 가진다.","갑이 비용 부담을 거부하여 X재 설치 비용을 을과 병에게만 1/2씩 부담하게 한다면, X재로 인한 총편익은 76만 원이다.","X재 설치 비용이 1개당 18만 원이라면, 15만 원일 때보다 X재 총설치비용은6만원적을것이다. ",4,"두 시기의 시장 균형 가격을 같게 만든다고 했으므로 정부의 X재 수매 량은 30개이다. 4 정책 실시 이전에는 전반기 소비자 잉여는 3,200달러, 후반기 소비자 잉여는 200달러로 합이 3,400달러였다. 정책 실시 이후 소비자 잉여는 전후 반기 모두 1,250달러로 합이 2,500달러이다. ",now()
421,202002,ECO,1,국민 경제의 순환에 대한 설명으로 옳은 것은? ,1,A는 ‘실물’이다.,서비스는 ᄀ에 해당한다.,ᄂ은 소비 활동의 원천이 된다. ,법인세는 ᄃ에 해당한다.,수출은 ᄅ에 해당한다. ,3,ᄂ은 가계가 생산 요소 제공의 대가로 얻는 소득이다. 가계 소득은 소비 나 저축으로 처분된다. ,now()
422,202002,ECO,2,"표는A기업~C기업만존재하는2018년갑국의모든생산활동을 나타낸다. 이에 대한 옳은 분석만을 <보기>에서 고른 것은? (단, 2018년에 생산된 재화는 그 해에 모두 판매되었으며, 다른 나라와의 거래는 없었다.) 
ᄀ. 최종재로 소비된 재화는 Z재뿐이다. ᄂ. 창출된 부가 가치의 규모는 B기업이 가장 크다. ᄃ. 명목GDP는 180만 달러이다. ᄅ. 명목GDP 대비 임금의 비율은 50%이다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",5,"ᄃ. 최종 생산물은 X재 10만 달러, Y재 70만 달러, Z재 100만 달러이 다. 따라서 명목 GDP는 이를 모두 합친 180만 달러이다. ᄅ. 전체 임금이 90만 달러 이므로 명목 GDP 대비 임금의 비율은 50%이다. ",now()
423,202002,ECO,3,"표는 가격 변화에 따른 A재~C재 시장의 변화를 나타낸다. 이에 대한 분석으로 옳은 것은? (단, 가격 변화는 공급 변동에 의한 것이며, A재~C재는 서로 연관재가 아니다.) ",1,ᄀ이 ‘수요량’이면 A재 수요는 가격에 대해 완전 탄력적이다. ,ᄀ이 ‘수요량’이면 B재 수요는 가격에 대해 비탄력적이다.,ᄀ이 ‘판매 수입’이면 B재 수요는 가격에 대해 탄력적이다.,ᄀ이 ‘판매 수입’이면 C재 수요는 가격에 대해 단위 탄력적이다. ,ᄀ이 ‘판매 수입’이면 A재가 B재보다 수요의 가격 탄력성이 크다. ,3,3 가격이 오를 때 판매 수입이 감소한다면 이 재화의 수요는 가격에 대해 탄력적이다. ,now()
424,202002,ECO,4,"갑, 을의 주장에 대한 옳은 설명만을 <보기>에서 고른 것은?  ᄀ. 갑은 ‘기업의 이윤 증대가 곧 사회적 부의 증대이다.’라는 견해에 동의할 것이다. 
ᄂ. 을은 ‘기업이 취약 계층에 대해 일자리나 사회 서비스를 제공해야 한다.’라는 견해에 동의할 것이다. 
ᄃ. 갑은 을보다 기업 이윤의 사회 환원을 강조할 것이다. ᄅ. 을은 갑보다 기업의 사회적 책임의 범위를 좁게 본다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",1,"기업의 사회적 책임의 범위에 대해 갑은 좁게 보고 있으며, 을은 보다 넓게 보고 있다. ᄀ. 갑의 견해는 기업의 사회적 책임에 대한 전통적인 관점으로 기 업 이윤이 증가해야 사회적 부도 증가한다고 본다. ᄂ. 취약 계층에 대해 일자리나 사회 서비스를 제공하는 것은 사회적 기업이 추구하는 사회적 목적이다. 이것은 보다 광범위한 기업의 사회적 책임을 강조하는 을의 견해와 일맥 상통한다. ",now()
425,202002,ECO,5,수행 평가 보고서의 일부이다. ᄀ~ᄆ에 들어갈 수 있는 내용으로 옳은 것은? ,1,ᄀ:처분가능소득감소 ,ᄂ:정부지출축소 ,ᄃ:지급준비율인상 ,ᄅ:시중통화량증가 ,ᄆ:실업률상승 ,4,경기 침체 시에는 확대 재정 정책이나 확대 금융 정책을 실시하여 경 기를 부양하게 된다. 4 경기 침체 시 중앙은행이 국공채를 매입하면 시중의 통화량 이 증가한다. ,now()
426,202002,ECO,6,"갑국의 연도별 고용 지표 관련 인구 비율에서 2017년에서 2018년으로의 변화에 대한 옳은 분석을 고른 것은? (단, 15세 이상 인구는 변화가 없다.)  ᄀ. 실업률은 상승하였다. ᄂ. 고용률은 하락하였다. ᄃ. 경제 활동 참가율은 상승하였다. ᄅ. 실업자 수 증가율이 비경제 활동 인구 감소율보다 작다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",2,ᄀ. 취업자 수의 변화는 없으나 실업자 수가 증가했으므로 실업률은 상 승하였다. ᄃ. 경제 활동 참가율은 75%에서 80%로 상승하였다. ,now()
427,202002,ECO,7,밑줄친ᄀ과이로인해나타날변화에대한설명으로옳은 것은? ,1,ᄀ은 공급자 보호를 목적으로 한다.,X재의 판매 수입은 변화가 없다. ,"X재를구입하지못하는사람중에P1 이상을지불할용의가 있는 사람은 없다.
",수요 곡선이 좌측으로 이동하여 P1의 가격에서 수요량이 Q1로 되더라도 거래되는 가격은 변화가 없을 것이다. ,공급 곡선이 좌측으로 이동하여 P1의 가격에서 공급량이 Q1로 되더라도 거래되는 가격은 변화가 없을 것이다.,5,최고 가격을 P1으로 규제한 결과 Q0Q2의 초과 수요가 발생했으므로 공 급 곡선은 수직선임을 알 수 있다. 5 공급 곡선이 좌측으로 이동하면 균형 가격은 이전보다 상승하게 된다. 최고 가격이 균형 가격보다 낮으므로 시장에서 거래되는 가격은 최고 가격인 P1으로 변함이 없다. ,now()
428,202002,ECO,8,표는갑이보유한금융상품의연도별비중을나타낸다.이에대한 옳은 설명만을 <보기>에서 고른 것은?,1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",1,ᄀ. 이자 수익을 기대할 수 있는 금융 상품은 예금과 국채이다. 이들 상품의 비중은 2017년이 2018년보다 10%p 높다. ᄂ. 배당 수익을 기대할 수 있는 금융 상품은 주식이다. 주식의 비중은 2017년보다 2018년이 10%p 높다. ,now()
429,202002,ECO,9,자료에 대한 옳은 분석 및 추론만을 <보기>에서 고른 것은? ,1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",4,2016~2017년에는 달러 유출로 인해 갑국 외환 시장에서 달러화 수요 가 증가하여 갑국 화폐/달러 환율은 상승하였고 2018년에는 반대로 하락하였다. 을 국의 경우에는 환율 변동이 갑국과 반대 방향으로 나타난다. ,now()
430,202002,ECO,10,자료에대한분석및추론으로옳은것은? ,1,X재의 설치량은 3개가 될 것이다.,X재가설치됨에따라세사람중을이가장큰편익을얻는다. ,"X재 설치 비용을 세 사람에게 1/3씩 부담하게 한다면, 갑이 얻을 순편익은 음(-)의 값을 가진다.","갑이 비용 부담을 거부하여 X재 설치 비용을 을과 병에게만 1/2씩 부담하게 한다면, X재로 인한 총편익은 76만 원이다.","X재 설치 비용이 1개당 18만 원이라면, 15만 원일 때보다 X재 총설치비용은6만원적을것이다. ",4,"두 시기의 시장 균형 가격을 같게 만든다고 했으므로 정부의 X재 수매 량은 30개이다. 4 정책 실시 이전에는 전반기 소비자 잉여는 3,200달러, 후반기 소비자 잉여는 200달러로 합이 3,400달러였다. 정책 실시 이후 소비자 잉여는 전후 반기 모두 1,250달러로 합이 2,500달러이다. ",now()
431,202002,ECO,11,국민 경제의 순환에 대한 설명으로 옳은 것은? ,1,A는 ‘실물’이다.,서비스는 ᄀ에 해당한다.,ᄂ은 소비 활동의 원천이 된다. ,법인세는 ᄃ에 해당한다.,수출은 ᄅ에 해당한다. ,3,ᄂ은 가계가 생산 요소 제공의 대가로 얻는 소득이다. 가계 소득은 소비 나 저축으로 처분된다. ,now()
432,202002,ECO,12,"표는A기업~C기업만존재하는2018년갑국의모든생산활동을 나타낸다. 이에 대한 옳은 분석만을 <보기>에서 고른 것은? (단, 2018년에 생산된 재화는 그 해에 모두 판매되었으며, 다른 나라와의 거래는 없었다.) 
ᄀ. 최종재로 소비된 재화는 Z재뿐이다. ᄂ. 창출된 부가 가치의 규모는 B기업이 가장 크다. ᄃ. 명목GDP는 180만 달러이다. ᄅ. 명목GDP 대비 임금의 비율은 50%이다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",5,"ᄃ. 최종 생산물은 X재 10만 달러, Y재 70만 달러, Z재 100만 달러이 다. 따라서 명목 GDP는 이를 모두 합친 180만 달러이다. ᄅ. 전체 임금이 90만 달러 이므로 명목 GDP 대비 임금의 비율은 50%이다. ",now()
433,202002,ECO,13,"표는 가격 변화에 따른 A재~C재 시장의 변화를 나타낸다. 이에 대한 분석으로 옳은 것은? (단, 가격 변화는 공급 변동에 의한 것이며, A재~C재는 서로 연관재가 아니다.) ",1,ᄀ이 ‘수요량’이면 A재 수요는 가격에 대해 완전 탄력적이다. ,ᄀ이 ‘수요량’이면 B재 수요는 가격에 대해 비탄력적이다.,ᄀ이 ‘판매 수입’이면 B재 수요는 가격에 대해 탄력적이다.,ᄀ이 ‘판매 수입’이면 C재 수요는 가격에 대해 단위 탄력적이다. ,ᄀ이 ‘판매 수입’이면 A재가 B재보다 수요의 가격 탄력성이 크다. ,3,3 가격이 오를 때 판매 수입이 감소한다면 이 재화의 수요는 가격에 대해 탄력적이다. ,now()
434,202002,ECO,14,"갑, 을의 주장에 대한 옳은 설명만을 <보기>에서 고른 것은?  ᄀ. 갑은 ‘기업의 이윤 증대가 곧 사회적 부의 증대이다.’라는 견해에 동의할 것이다. 
ᄂ. 을은 ‘기업이 취약 계층에 대해 일자리나 사회 서비스를 제공해야 한다.’라는 견해에 동의할 것이다. 
ᄃ. 갑은 을보다 기업 이윤의 사회 환원을 강조할 것이다. ᄅ. 을은 갑보다 기업의 사회적 책임의 범위를 좁게 본다. ",1,"ㄱ, ㄴ","ㄱ, ㄷ","ㄴ,ㄷ ","ㄴ,ㄹ ","ㄷ, ㄹ",1,"기업의 사회적 책임의 범위에 대해 갑은 좁게 보고 있으며, 을은 보다 넓게 보고 있다. ᄀ. 갑의 견해는 기업의 사회적 책임에 대한 전통적인 관점으로 기 업 이윤이 증가해야 사회적 부도 증가한다고 본다. ᄂ. 취약 계층에 대해 일자리나 사회 서비스를 제공하는 것은 사회적 기업이 추구하는 사회적 목적이다. 이것은 보다 광범위한 기업의 사회적 책임을 강조하는 을의 견해와 일맥 상통한다. ",now()
